ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Wheel,Color,Airbags,Price,Drive wheels_Front,Drive wheels_Rear,Doors_04-May,Doors_>5
45487976,768,41,785,2012,4,1,5,1.6,0,4,0,0,1,12,20385,0,1,1,0
45790830,584,8,469,2014,9,0,5,1.8,87685,4,0,0,2,0,12544,1,0,1,0
44944581,1288,36,1271,2007,2,0,1,2.0,180000,6,1,0,14,4,15681,0,1,1,0
45571454,1282,36,1271,2008,7,1,1,2.2,200000,6,2,0,5,4,26030,0,1,1,0
45798120,687,23,545,2010,9,1,5,1.6,128965,4,0,0,14,4,12585,1,0,1,0
45475689,1712,21,588,2006,3,0,5,1.3,143000,1,3,1,15,0,8624,1,0,1,0
45656388,645,56,1000,2011,3,1,2,1.8,489584,4,0,0,7,12,5959,1,0,1,0
45801112,1832,36,1169,2005,6,0,1,2.2,183000,4,1,0,14,2,16935,0,1,0,0
45732710,765,23,1144,2015,9,1,4,2.0,662021,4,0,0,14,4,10976,1,0,1,0
45728447,1110,53,1058,2017,4,1,1,2.2,65689,4,0,0,1,4,61521,1,0,1,0
45810486,639,8,945,2014,4,1,1,2.0,66883,4,0,0,7,4,29504,1,0,1,0
45761961,2575,59,1257,1993,9,0,0,1.8,1000,4,1,0,12,2,2822,1,0,1,0
45814893,585,56,1000,2013,3,1,2,1.8,492642,4,0,0,12,12,5175,1,0,1,0
45780676,4241,16,1216,1997,6,0,1,2.5,0,4,1,0,14,2,10976,0,1,1,0
45802850,1076,23,1122,2020,4,1,5,2.0,5900,4,0,0,7,4,87927,1,0,1,0
45814296,1998,16,1216,2001,6,0,1,2.4,1000,4,1,0,14,2,11604,0,1,0,0
44217692,1030,27,1295,2010,4,0,5,3.8,103000,6,1,0,1,8,52687,0,0,1,0
45427988,1702,36,1098,1998,9,1,4,5.0,20000,8,2,0,1,15,12544,0,1,1,0
45799991,2352,36,496,2000,9,1,4,2.0,192125,4,2,0,12,6,12544,0,1,1,0
45779084,781,56,383,2012,9,0,5,2.5,156800,4,2,0,6,8,20385,1,0,1,0
45803536,765,23,1144,2015,9,1,4,2.0,413499,4,0,0,8,4,9722,1,0,1,0
45779082,1018,5,131,2011,9,1,5,3.0,150000,6,2,0,2,12,24148,0,1,1,0
45744753,966,11,807,2009,9,1,5,2.0,74429,4,0,0,14,4,5893,1,0,1,0
45815524,753,23,1232,2012,4,1,5,2.4,159000,6,0,0,1,10,25089,1,0,0,0
45652353,924,59,971,2017,9,1,5,1.8,67120,4,0,0,2,12,10349,1,0,1,0
45621664,1053,36,517,2014,9,1,1,3.5,331144,6,0,0,1,12,30107,0,1,1,0
45759415,831,23,1144,2011,9,1,2,2.4,202637,4,0,0,1,0,1490,1,0,1,0
45775311,2534,56,1241,2003,7,1,0,2.0,210000,4,0,1,1,8,7527,0,1,1,0
45815525,2534,21,588,2003,3,0,5,1.5,209000,4,2,1,14,2,7840,0,0,1,0
45747443,0,40,36,1978,2,0,5,1.5,654675,4,1,0,2,0,1500,0,1,0,0
45797842,2185,42,233,1996,3,0,5,1.6,111112,4,1,0,1,2,4391,1,0,1,0
45755091,505,16,636,2018,9,1,2,2.0,28813,4,0,0,2,12,10192,1,0,1,0
45175937,781,59,971,2012,9,1,5,2.5,112000,4,2,0,14,8,17876,1,0,1,0
45811785,2470,32,688,2004,4,1,4,4.7,170000,8,0,0,1,8,34497,0,0,1,0
45758221,1811,32,688,2010,4,1,5,4.6,357246,8,0,0,7,0,16308,0,0,1,0
45778070,1712,56,1000,2006,9,1,2,1.5,215000,4,0,0,11,6,3136,1,0,1,0
45768552,1811,32,687,2010,4,1,5,4.6,275240,8,0,0,12,0,15681,0,0,1,0
45786533,586,23,545,2012,9,0,5,1.8,113600,4,0,0,14,6,14426,1,0,1,0
45792460,924,59,971,2017,9,1,5,1.8,27728,6,2,0,12,8,36110,1,0,1,0
45806234,1712,21,588,2006,3,1,5,1.3,157000,4,0,1,2,2,7840,1,0,1,0
45624733,1187,21,588,2014,3,0,2,1.4,0,4,0,1,15,2,10192,1,0,1,0
45383836,473,8,1161,2014,9,1,5,1.4,89000,4,2,0,1,10,9722,1,0,1,0
45769093,1820,56,1196,2019,9,1,5,3.5,17542,6,0,0,12,12,31047,0,1,1,0
45806779,917,5,138,2013,9,1,5,3.0,65600,6,2,0,7,12,32302,0,1,1,0
45765287,1399,36,517,2010,9,1,1,3.5,189530,6,0,0,1,12,12388,0,0,1,0
45767384,1493,36,517,2016,9,1,1,3.5,77205,6,0,0,7,12,1568,0,1,1,0
45809356,1399,21,208,2010,9,1,5,3.5,241786,6,0,0,14,12,2666,1,0,1,0
45802768,639,23,1122,2014,4,1,1,2.0,39138,4,0,0,14,4,28225,1,0,1,0
45813881,1586,16,913,2010,1,1,5,4.0,139966,6,0,0,11,12,2195,0,1,0,0
45803013,911,23,1122,2010,4,1,1,2.2,185987,4,0,0,14,4,19309,1,0,1,0
42855705,2470,41,875,2004,3,0,4,1.3,127000,4,0,1,8,4,5331,1,0,1,0
45804369,1024,32,740,2010,9,1,5,2.5,149218,4,0,0,12,4,20610,1,0,1,0
45797614,1249,23,715,2017,7,1,1,2.5,32578,4,0,0,12,4,29636,1,0,1,0
45794817,585,56,1000,2013,3,0,2,1.8,10700,4,0,0,0,10,18817,1,0,1,0
45810787,717,23,545,2013,9,1,5,1.8,112000,4,2,0,7,12,20071,1,0,1,0
45810003,690,56,224,2016,3,1,5,1.5,25807,4,0,0,1,4,40070,1,0,1,0
45776494,2470,36,1242,2004,10,0,4,1.9,170000,4,2,0,12,4,7840,1,0,1,0
45544836,382,23,1148,2014,9,1,2,2.4,76000,4,0,0,1,7,22894,1,0,1,0
45505352,1832,36,1271,2005,2,0,1,2.2,360000,4,1,0,12,4,10036,0,1,1,0
45797306,1756,23,693,2009,9,1,5,3.8,142380,4,0,0,0,4,25399,1,0,1,0
45808870,531,8,257,2012,3,1,5,1.6,62145,4,0,0,14,4,7514,1,0,1,0
45337085,717,56,1008,2013,3,0,2,1.5,110000,4,0,0,12,12,16935,1,0,1,0
45784865,1531,16,1216,1994,6,0,1,2.5,98521,4,1,0,11,6,6899,0,1,0,0
45430739,2352,56,382,2000,4,0,5,1.3,114000,4,0,1,12,2,9095,0,1,1,0
45579304,1236,21,588,2011,3,0,2,1.3,118000,4,3,1,14,4,8467,1,0,1,0
45472226,2160,54,821,2005,9,0,5,2.0,160000,4,2,1,14,8,10976,0,0,1,0
45730437,640,53,1058,2013,4,1,1,2.0,166016,4,0,0,7,4,32045,1,0,1,0
44006324,779,56,1050,2013,4,0,5,2.5,65350,4,2,0,14,12,34497,1,0,1,0
45767334,259,8,1284,2014,3,1,2,1.4,138491,4,0,0,1,0,3763,1,0,1,0
45791559,1475,59,994,1995,9,0,5,1.4,0,4,1,0,2,2,3000,1,0,0,0
45744774,687,11,807,2010,9,1,5,1.6,36125,4,0,0,2,4,6523,1,0,1,0
45681901,3836,36,513,1999,9,1,0,3.2,205000,6,0,0,12,6,6272,0,1,1,0
45773852,1598,36,517,2008,9,1,1,3.0,175614,6,0,0,1,12,2430,0,1,1,0
45809599,1017,21,424,2017,9,1,5,2.0,5000,4,0,0,14,4,51191,1,0,1,0
45808282,586,23,545,2012,9,1,5,1.8,0,4,0,0,1,12,2352,1,0,1,0
45814834,934,56,383,2015,9,1,5,2.5,173101,4,0,0,12,12,1568,1,0,1,0
45800067,640,55,1119,2013,4,0,5,2.0,250000,4,2,0,14,8,11604,0,0,1,0
45341640,1929,21,424,2001,3,0,5,1.4,220000,4,1,0,5,2,6429,1,0,0,0
45133300,4241,16,1216,1997,2,0,1,2.5,11111,4,1,0,14,4,10500,0,1,1,0
45773244,650,8,469,2016,9,1,5,1.4,87973,4,0,0,1,12,2587,1,0,1,0
45804206,642,23,1232,2012,4,1,1,2.0,212079,4,0,0,1,4,25591,1,0,1,0
45787300,768,21,588,2012,3,1,5,1.5,125000,4,3,1,1,4,17249,1,0,1,0
45762844,530,23,1253,2013,9,1,5,1.6,185570,4,0,0,1,12,2979,1,0,1,0
45732161,891,23,1122,2016,4,1,1,2.0,170133,4,0,0,1,4,38838,1,0,1,0
44383909,875,56,1280,2012,3,0,5,1.0,83000,3,0,1,14,2,7000,1,0,1,0
45796054,768,56,1008,2012,10,0,2,1.5,104643,4,0,0,7,12,16621,1,0,1,0
45384215,683,56,1046,2014,4,0,5,2.5,139200,4,2,0,7,6,34497,0,0,1,0
45758420,934,56,1046,2015,4,1,5,2.5,91174,4,0,0,12,0,20385,0,0,1,0
45728738,640,53,1058,2013,4,1,1,2.0,95430,4,0,0,12,4,34419,1,0,1,0
45771222,900,21,208,2015,9,1,5,2.4,129779,4,0,0,1,12,8781,1,0,1,0
44904675,891,23,1234,2016,4,0,5,2.0,52019,4,0,0,14,10,29009,0,0,1,0
45730306,707,53,1058,2011,4,1,1,2.0,100959,4,0,0,1,4,28212,1,0,1,0
45798503,925,23,545,2016,9,0,5,2.0,1624000,4,2,0,14,12,26657,1,0,1,0
45026860,382,28,938,2014,9,0,2,2.4,269513,4,0,0,7,8,15524,1,0,1,0
45775418,1522,42,1347,2000,10,0,5,1.8,200000,4,1,0,12,4,6269,1,0,1,0
45418086,862,56,383,2011,9,0,5,2.5,150000,4,2,0,2,12,12231,1,0,1,0
45789750,2470,59,971,2004,9,1,5,1.8,2500000,4,1,0,1,8,4234,1,0,1,0
45797243,1079,23,545,2018,9,1,5,2.0,17172,4,0,0,7,4,48196,1,0,1,0
45809947,586,8,469,2012,9,1,5,1.8,158223,4,0,0,14,4,14834,1,0,1,0
42268788,835,56,1280,2011,3,0,5,1.0,95000,3,0,0,14,6,14426,1,0,1,0
45807165,4241,42,1244,1997,9,0,0,1.6,777777777,4,0,0,0,2,2700,1,0,1,0
45586951,765,16,611,2015,9,0,5,2.0,54000,4,0,0,4,6,14113,1,0,1,0
45796841,681,55,1187,2019,3,0,5,1.2,0,4,3,0,11,0,45009,1,0,1,0
45792216,717,5,156,2013,9,1,5,3.0,71000,6,2,0,14,12,97219,0,1,1,0
45776506,2185,42,454,1996,1,0,5,1.4,280000,4,1,0,2,0,2500,1,0,0,0
45766564,1058,36,517,2012,9,1,1,3.5,128202,6,0,0,1,12,4861,0,1,1,0
44166470,717,36,517,2013,9,1,1,3.5,181000,8,2,0,7,0,66902,0,1,1,0
45732672,707,23,1144,2011,9,1,5,2.0,138111,4,0,0,1,4,15035,1,0,1,0
45796175,765,16,636,2015,9,0,5,2.0,128000,4,2,0,14,10,20385,1,0,1,0
45788489,2470,36,855,2004,4,1,4,3.5,170333,6,2,0,12,10,15524,0,0,1,0
45815530,768,56,387,2012,9,0,5,2.5,276800,6,2,0,1,10,25000,1,0,1,0
45803628,1024,23,715,2010,7,1,1,2.5,65283,4,0,0,12,4,12544,1,0,1,0
45618057,1292,36,673,2016,4,1,5,3.0,59099,6,0,0,14,0,6272,0,0,1,0
45728597,640,53,1058,2013,4,1,1,2.0,105909,4,0,0,14,4,42692,1,0,1,0
45793884,2352,36,176,2000,9,0,0,1.6,200000,4,0,0,12,2,5331,1,0,1,0
45651610,259,8,1284,2014,3,1,2,1.4,192122,4,0,0,14,12,2117,1,0,1,0
45789034,1023,16,636,2017,9,1,5,2.5,98000,4,2,0,1,8,21482,1,0,1,0
45802807,891,23,1122,2016,4,1,1,2.0,111830,4,0,0,7,4,51373,1,0,1,0
45798240,880,23,545,2018,9,1,5,1.6,20388,4,0,0,14,4,37066,1,0,1,0
45776401,2858,36,531,2008,9,1,5,5.5,162000,8,2,0,1,12,26657,0,1,1,0
45609191,2155,35,247,2002,10,0,5,2.3,177000,2,0,1,1,6,5800,1,0,1,0
45792412,890,28,936,2016,9,1,5,2.0,31117,4,0,0,14,4,19444,1,0,1,0
45797792,1185,23,715,2009,7,1,1,2.5,176878,4,0,0,12,4,15053,1,0,1,0
45792638,2534,36,513,2003,9,1,1,3.2,300000,6,2,0,12,8,15681,0,1,1,0
45815908,585,23,545,2013,9,1,5,1.8,121029,4,0,0,12,12,3293,1,0,1,0
45538177,1712,21,930,2006,7,1,4,3.5,280000,6,0,0,7,14,10976,1,0,1,0
45744745,966,11,807,2009,9,1,5,2.0,19999,4,0,0,7,4,8624,1,0,1,0
45768350,828,8,871,2020,9,1,5,1.5,14162,4,0,0,3,12,10663,1,0,1,0
45401581,862,56,383,2011,9,0,5,2.5,216000,4,2,0,11,10,18189,1,0,1,0
45770503,1030,56,383,2010,9,1,2,2.4,288000,4,3,0,5,10,20385,1,0,1,0
45434417,1360,32,687,2013,4,1,5,4.6,83680,8,2,0,14,12,80000,0,0,1,0
45776709,562,6,564,2015,4,1,5,1.4,58000,4,0,0,14,10,20385,1,0,1,0
45759294,1282,16,1213,2008,2,0,1,1.8,160000,4,1,0,14,2,8781,1,0,0,0
45807385,1712,55,1187,2006,3,0,5,1.5,19000,4,0,1,12,4,7840,0,0,1,0
44240685,4241,39,960,1997,4,0,5,3.5,120000,4,2,1,12,2,11604,0,0,0,0
45815534,2470,35,489,2004,3,0,5,1.5,164004,4,1,1,2,6,7527,1,0,1,0
45448691,3836,42,233,1999,10,0,5,1.6,157000,4,1,0,14,4,8154,1,0,1,0
45801930,831,23,545,2017,9,1,4,1.6,32510,4,0,0,2,4,21730,1,0,1,0
45543179,2160,21,588,2005,3,0,5,1.5,190000,4,3,1,12,2,8624,1,0,1,0
45784736,1030,16,639,2010,9,1,2,2.5,156000,4,0,0,14,4,17876,1,0,1,0
45806216,717,56,1000,2013,9,0,2,1.8,150400,4,0,0,12,6,20385,1,0,1,0
45787074,431,16,636,2016,9,1,2,2.0,34000,4,3,0,1,12,37006,1,0,1,0
45757735,2470,36,346,2004,1,1,5,3.2,178000,6,2,0,2,0,10036,0,1,0,0
45782471,683,23,545,2014,9,0,5,1.8,24000,4,2,0,11,12,18817,1,0,1,0
45797864,583,23,545,2011,9,1,5,1.6,89323,4,0,0,12,4,18531,1,0,1,0
45809212,691,21,588,2017,3,1,5,1.3,79363,4,0,0,1,4,16399,1,0,1,0
45523452,1079,56,327,2018,4,1,5,2.0,38712,4,0,0,14,12,10349,1,0,1,0
45433464,1515,16,1222,2005,2,0,1,1.8,0,4,1,0,12,0,9722,1,0,0,0
45796298,640,16,636,2013,9,1,5,2.0,87579,4,0,0,1,0,18817,1,0,1,0
45740438,2185,42,1244,1996,9,0,0,1.6,1234,4,1,0,12,2,3450,1,0,0,0
45730584,607,56,1046,2019,4,1,2,2.5,20955,4,0,0,14,12,46101,0,0,1,0
45768666,353,32,362,2015,3,1,2,1.8,94949,4,0,0,14,0,16935,1,0,1,0
45797351,777,23,715,2014,7,1,1,2.5,179918,4,0,0,12,4,26594,1,0,1,0
